,id,tackles_r_count,offsides_r_count,total_shots_l,yellow_cards_r_count,shots_on_target_l,corners_l_count,goals_r_count,shots_on_target_r,passes_r,tackles_l_count,possession_l,goals_l_count,corners_r_count,passes_l,yellow_cards_l_count,free_kicks_r_count,free_kicks_l_count,fouls_r_count,offsides_l_count,ball_on_side_l,outlier,score
803,100804,26,0,9,0,10,2,1,6,179,17,70,2,0,794,2,9,3,3,0,49,1,-1.004850338377554
804,100805,22,0,16,0,25,1,1,1,267,20,68,1,0,891,0,6,1,0,0,52,1,-0.98139868610356
805,100806,18,0,14,0,32,0,0,1,208,21,73,2,1,890,0,5,0,0,0,40,1,-1.0657966479489451
806,100807,25,0,2,0,15,0,0,4,302,22,68,1,0,780,0,11,3,2,0,59,1,-0.9792851307981763
807,100808,24,0,36,0,27,2,0,9,317,31,59,2,0,672,0,11,3,3,1,45,1,-1.0375816331912953
808,100809,23,0,11,0,6,1,0,2,243,19,67,1,0,937,1,8,5,3,0,60,1,-0.9869755109637153
809,100810,36,0,2,0,3,0,2,18,222,24,68,1,1,725,0,5,5,3,0,57,1,-1.1672265210450632
810,100811,27,0,11,1,34,2,0,4,286,28,63,2,2,709,0,6,2,2,0,43,1,-1.272951297349928
811,100812,23,1,18,0,12,4,1,1,155,18,74,0,0,847,1,9,1,0,1,41,1,-1.185109216623866
812,100813,32,0,19,0,61,2,0,1,253,19,71,3,0,800,3,12,2,2,2,44,1,-1.2472169458331301
813,100814,26,1,15,0,24,1,0,2,242,21,69,1,0,889,0,4,4,2,0,60,1,-1.055048180859695
814,100815,36,0,15,0,17,3,2,2,187,15,74,1,0,864,0,4,3,3,1,58,1,-1.0091415288250578
815,100816,22,0,12,0,22,2,0,1,343,24,61,0,0,642,0,6,2,2,1,49,1,-0.9981579952959069
816,100817,25,0,37,0,23,1,1,2,178,12,76,0,0,890,0,5,3,3,1,40,1,-1.0181230813891415
817,100818,36,0,20,0,32,3,1,3,183,13,76,0,1,872,0,3,4,4,0,49,1,-1.0454435218993072
818,100819,44,0,57,0,17,5,0,0,222,14,76,1,0,802,0,6,3,2,2,41,1,-1.2932891753669302
819,100820,26,0,14,1,34,2,1,0,313,25,62,2,0,708,0,9,4,2,0,59,1,-1.1699327534401762
820,100821,26,0,17,0,16,1,0,5,191,19,70,0,0,860,0,7,0,0,0,53,1,-0.9845903301820723
821,100822,26,0,13,0,34,2,0,0,182,16,75,1,0,888,1,4,3,3,1,48,1,-0.9922214728354297
822,100823,29,0,24,0,30,1,2,0,330,22,61,2,0,756,2,5,2,2,0,58,1,-1.0337903649535625
823,100824,33,0,21,0,30,2,0,1,273,19,67,2,0,840,0,4,4,4,0,50,1,-0.9837859502753351
824,100825,29,1,22,0,22,1,0,0,174,22,68,1,0,943,1,8,1,1,0,64,1,-1.1085187295103023
825,100826,35,0,30,0,12,1,0,3,206,17,72,2,0,757,1,7,4,4,0,39,1,-0.9967776025889945
826,100827,41,0,17,0,33,2,0,11,282,23,63,1,0,675,2,11,3,2,0,50,1,-1.0573098531477343
827,100828,28,0,29,0,52,3,0,2,198,17,72,1,1,866,0,7,6,6,0,37,1,-1.1118129621054536
828,100829,29,0,8,0,3,1,2,2,209,18,68,0,0,820,0,7,2,2,1,54,1,-0.981668458419903
829,100830,30,0,22,0,22,1,1,0,257,18,73,2,0,853,0,6,2,2,1,42,1,-0.9767470447283166
830,100831,23,1,4,0,6,2,1,8,255,23,63,0,0,730,1,14,2,0,2,48,1,-1.162741125672669
831,100832,19,0,22,0,38,1,0,0,339,28,54,3,1,610,1,11,3,3,0,48,1,-1.0575686686065617
832,100833,29,0,16,0,6,1,0,0,256,17,70,0,0,866,0,7,2,2,1,39,1,-0.9730032613045716
833,100834,23,0,13,0,33,3,0,7,172,16,74,0,0,885,1,7,2,1,0,55,1,-0.9939982919730841
834,100835,35,0,19,0,35,1,1,0,242,16,69,1,1,888,0,7,2,3,0,57,1,-0.9906131832884637
835,100836,38,0,15,0,45,2,0,0,226,14,71,1,0,898,0,4,2,3,0,39,1,-0.9970005406349491
836,100837,27,0,6,0,5,1,1,3,268,24,66,0,0,898,0,10,2,1,0,54,1,-0.9761661431239969
837,100838,21,0,9,0,15,4,0,3,196,17,73,2,0,963,0,5,1,1,0,31,1,-1.08058660640943
838,100839,30,0,25,0,28,1,1,1,252,14,73,2,0,977,0,7,2,1,0,49,1,-0.9825048982105739
839,100840,25,0,60,0,53,3,0,0,204,15,75,1,0,810,0,5,2,1,0,40,1,-1.1140278498604017
840,100841,20,0,13,0,28,0,1,3,285,24,64,1,0,784,1,8,1,0,0,44,1,-0.9822351504045893
841,100842,28,1,9,0,8,4,0,12,264,26,68,1,0,681,0,12,4,3,2,46,1,-1.2106100688789765
842,100843,29,0,3,0,2,1,2,15,228,22,66,0,0,734,1,12,1,1,0,47,1,-1.0649889443779426
843,100844,17,0,5,0,1,0,1,7,243,19,67,0,0,766,0,6,2,1,0,70,1,-1.0165899372221303
844,100845,18,0,18,0,23,3,0,0,221,28,59,2,0,681,1,12,0,0,0,49,1,-1.032225617591054
845,100846,22,0,25,0,11,3,3,8,313,31,60,2,1,632,2,16,1,1,2,55,1,-1.2595669976535668
846,100847,26,0,19,0,26,2,1,1,253,20,67,2,0,796,0,7,2,0,0,51,1,-0.970808427827375
847,100848,23,0,14,0,20,2,1,4,192,19,74,1,0,844,1,5,5,3,0,55,1,-0.9836445354264857
848,100849,24,0,1,0,6,1,2,1,155,12,74,1,0,842,0,5,3,2,0,59,1,-1.0003067311329243
849,100850,34,0,10,0,68,2,0,5,264,22,69,0,0,826,0,10,0,1,0,43,1,-1.0393252225047869
850,100851,30,0,9,0,41,3,0,0,303,24,60,3,0,626,1,9,3,1,0,44,1,-1.0204547338123142
