,id,tackles_r_count,offsides_r_count,total_shots_l,yellow_cards_r_count,shots_on_target_l,corners_l_count,goals_r_count,shots_on_target_r,passes_r,tackles_l_count,possession_l,goals_l_count,corners_r_count,passes_l,yellow_cards_l_count,free_kicks_r_count,free_kicks_l_count,fouls_r_count,offsides_l_count,ball_on_side_l,score,outlier
0,100000,41,0,13,0,22,2,0,0,223,20,75,1,1,779,1,9,4,2,0,46,0.129744778499988,1
1,100001,28,0,6,0,6,3,0,1,279,30,64,0,1,696,2,9,2,2,1,62,0.08791957725372046,1
2,100002,22,0,18,0,63,0,1,0,241,23,72,3,0,833,0,6,2,2,0,48,0.16145145961552593,1
3,100003,33,0,5,0,42,1,1,1,220,20,69,1,2,830,0,4,2,1,0,57,0.10756476480591687,1
4,100004,16,0,5,0,3,1,2,0,248,25,59,2,0,691,1,7,3,2,0,66,0.12748896831023582,1
5,100005,23,0,22,1,33,1,0,10,452,49,46,3,1,552,1,12,1,1,0,56,0.0054472564755890795,1
6,100006,24,0,7,0,32,0,0,0,263,22,61,0,0,827,0,13,3,2,0,56,0.15136603709067742,1
7,100007,32,0,9,0,55,2,2,0,157,11,81,3,0,879,0,3,4,3,0,41,0.09751003374496536,1
8,100008,33,0,19,0,25,1,2,5,325,29,63,3,1,670,0,11,3,3,0,48,0.1277284044744958,1
9,100009,38,0,9,0,5,2,0,0,246,19,72,1,0,757,0,6,5,5,0,36,0.13472249450395796,1
10,100010,33,0,28,0,32,0,0,0,165,14,79,0,0,950,0,2,1,1,0,49,0.10636655585697197,1
11,100011,34,0,15,0,13,3,1,2,321,24,59,1,0,727,1,8,1,1,1,47,0.1559286745920322,1
12,100012,23,0,36,0,49,1,1,0,276,29,63,2,0,778,2,11,3,3,0,46,0.12853733705284365,1
13,100013,23,1,24,0,10,1,1,9,345,25,51,0,0,738,1,15,2,1,0,54,0.08120704832542663,1
14,100014,20,0,49,0,28,2,1,0,191,18,74,1,1,881,1,6,1,2,0,37,0.08734520613645541,1
15,100015,20,0,24,0,57,2,0,0,323,21,66,2,0,795,1,7,1,1,1,32,0.12528967117312206,1
16,100016,31,0,17,0,44,2,0,0,225,22,69,0,0,751,1,8,2,4,1,45,0.17277133194585292,1
17,100017,26,0,16,0,22,2,1,0,254,25,68,2,0,762,0,9,3,3,1,35,0.16592185778419027,1
18,100018,25,0,7,0,61,1,1,0,245,21,64,1,0,753,0,7,3,2,0,43,0.18146903044864116,1
19,100019,28,1,0,2,7,0,4,10,301,25,58,3,1,646,2,10,5,3,0,60,-0.04796669836408174,-1
20,100020,21,1,29,0,46,2,1,2,225,13,76,3,0,895,0,6,1,0,0,50,0.09227077007578083,1
21,100021,18,0,10,0,12,0,1,23,331,24,61,1,0,573,0,9,1,0,0,59,0.10559337977660688,1
22,100022,27,0,5,0,5,2,0,10,354,26,65,0,0,766,1,10,1,0,0,51,0.14202294963646656,1
23,100023,13,0,26,0,47,1,1,1,450,32,48,1,0,533,3,18,2,1,0,53,0.006139192887769318,1
24,100024,24,0,10,0,6,0,2,0,246,19,63,0,0,797,1,12,1,1,0,58,0.14174176462702098,1
25,100025,37,0,5,0,16,1,1,2,289,26,63,0,0,619,1,12,4,4,0,57,0.13356321087748574,1
26,100026,34,0,10,0,21,1,1,9,187,15,72,1,0,948,0,4,4,2,0,47,0.16019267501512707,1
27,100027,32,0,34,0,57,0,1,0,283,20,69,2,0,749,1,8,4,4,0,36,0.14051774839264414,1
28,100028,23,0,7,0,22,2,2,13,262,29,60,3,1,763,0,13,3,3,1,58,0.10089712047292076,1
29,100029,26,0,0,0,8,4,1,0,232,22,69,1,1,694,0,8,4,4,0,49,0.1253812185613653,1
30,100030,31,0,13,1,24,4,1,0,211,20,65,0,0,652,1,12,3,2,2,54,0.05831798146829603,1
31,100031,31,0,18,0,27,1,0,3,198,13,71,3,0,682,1,7,4,4,1,44,0.1500682956693658,1
32,100032,31,1,12,0,19,1,5,2,248,20,62,0,2,665,0,5,7,3,0,62,3.698633970439236e-05,1
33,100033,29,0,5,0,6,2,1,0,184,20,71,1,0,720,1,7,4,2,1,49,0.16104211453568595,1
34,100035,28,0,40,0,59,2,0,0,286,28,59,0,1,731,0,10,3,3,0,46,0.1201061135427251,1
35,100036,33,0,13,0,19,2,2,0,248,19,65,3,0,729,0,10,2,1,1,48,0.16596648905851097,1
36,100037,47,0,3,0,14,2,1,6,225,27,68,1,0,862,0,9,0,0,0,55,0.12686005934600503,1
37,100038,14,0,29,0,20,4,1,0,245,13,69,5,0,852,0,8,1,1,1,43,0.10687221382057,1
38,100039,21,0,12,0,32,0,0,17,308,30,66,0,0,641,1,8,3,1,0,64,0.11167458996594748,1
39,100040,23,0,23,0,36,2,0,1,279,19,67,4,0,908,0,10,2,1,0,45,0.16065202787427513,1
40,100041,24,0,9,0,14,1,2,1,227,33,61,2,0,838,0,7,0,0,0,63,0.1292148439532655,1
41,100042,28,0,13,0,15,1,2,3,268,18,73,1,0,889,0,5,2,1,0,51,0.16728839977916987,1
42,100043,22,0,14,0,28,2,0,7,263,25,62,2,0,733,1,7,3,2,0,45,0.17645168562793173,1
43,100044,23,1,28,0,24,2,0,11,297,22,62,1,0,739,1,9,3,2,0,51,0.11876298295485255,1
44,100045,36,1,4,1,37,1,3,9,199,18,76,2,0,985,0,4,3,3,0,51,0.034209723459478925,1
45,100046,21,0,22,0,70,2,0,0,238,21,68,1,0,809,0,9,3,3,2,38,0.12241561440592369,1
46,100047,30,0,2,0,30,1,1,0,286,20,66,0,0,849,0,11,5,4,1,60,0.13337689137714848,1
47,100048,25,0,20,0,23,2,1,0,321,30,59,1,0,601,2,11,5,3,1,51,0.10039068317177796,1
48,100049,29,0,8,0,7,2,1,3,166,17,70,0,0,792,1,9,4,2,1,49,0.15768063106309477,1
49,100050,28,0,20,0,21,1,1,9,220,20,67,1,0,782,1,15,1,1,2,47,0.10189691094689585,1
50,100051,37,0,41,0,75,2,1,5,243,19,66,2,0,672,0,6,4,4,0,35,0.10194212056936525,1
51,100052,24,0,1,0,23,0,0,0,401,37,56,2,0,712,1,10,0,0,0,52,0.08341981645528163,1
52,100053,27,0,47,0,28,0,1,7,320,29,53,2,0,704,2,11,1,1,0,50,0.07048507221196443,1
53,100054,23,1,12,0,21,1,1,11,358,29,55,1,0,692,0,17,5,3,1,67,0.05145812364642388,1
54,100055,19,0,19,0,34,3,1,4,203,26,57,1,0,645,1,12,2,1,2,41,0.09809258903536788,1
55,100056,27,0,8,0,14,1,0,3,149,14,80,1,0,1032,0,5,5,4,0,60,0.10321125613234738,1
56,100057,43,0,18,1,36,2,0,1,240,21,75,0,0,849,0,6,5,8,1,51,0.06938661993116824,1
57,100058,28,0,20,0,37,1,1,0,311,24,64,3,0,696,0,8,4,3,0,42,0.17320637983801113,1
58,100059,40,0,14,0,47,1,0,0,258,22,70,0,0,759,0,9,1,1,0,40,0.1571622755947938,1
59,100060,25,0,22,0,16,1,0,4,360,35,58,3,0,778,0,14,1,1,0,48,0.11857441290143145,1
60,100061,25,0,25,0,3,1,1,7,321,23,65,1,1,713,1,9,4,2,0,46,0.1383731970610672,1
61,100062,24,0,23,0,20,1,0,0,197,14,71,1,0,919,0,6,2,2,1,55,0.16918859212774273,1
62,100063,33,0,11,0,35,2,0,0,223,17,72,1,0,986,0,5,4,4,0,45,0.15747918056468507,1
63,100064,20,0,6,0,28,1,1,4,229,27,72,1,0,921,0,7,1,1,1,49,0.1609109901882811,1
64,100065,28,0,10,0,33,4,1,0,253,26,64,1,0,612,1,10,2,3,0,43,0.1536032101688692,1
65,100066,35,0,31,0,22,3,0,0,265,15,69,1,1,746,0,6,1,1,0,36,0.11908963631002817,1
66,100067,31,0,7,0,20,0,1,14,377,22,60,1,1,667,0,12,2,1,0,55,0.12509699721955075,1
67,100068,25,0,28,0,43,0,0,1,278,17,68,1,0,672,0,9,2,2,0,36,0.15911969079011068,1
68,100069,20,2,13,0,15,2,0,10,318,24,56,1,1,618,1,8,5,2,0,56,0.0706761231074492,1
69,100070,20,0,15,0,39,1,1,0,336,25,61,3,0,779,1,13,1,1,0,47,0.12939612942164058,1
70,100071,28,1,2,0,5,0,1,3,260,22,64,2,0,759,0,9,4,2,0,62,0.12362050033638133,1
71,100072,20,0,34,0,28,0,0,0,320,28,62,2,0,732,0,10,5,4,0,46,0.13931419941386092,1
72,100073,21,0,12,0,17,0,0,3,246,27,68,1,0,876,0,7,1,0,0,50,0.1620044604431773,1
73,100074,25,0,41,0,54,0,1,2,265,16,73,3,0,837,0,8,4,3,0,39,0.12660219623057622,1
74,100075,36,0,41,0,35,0,0,0,300,20,64,0,0,761,2,11,2,3,0,39,0.10357538753447643,1
75,100076,26,0,10,0,5,1,1,0,233,25,67,1,0,820,1,10,1,1,0,64,0.15752239993651512,1
76,100077,39,0,14,0,14,2,2,0,315,22,72,2,0,887,0,5,1,1,0,51,0.14170820490868674,1
77,100078,17,0,13,0,23,1,0,1,226,19,61,1,1,817,1,10,6,2,0,67,0.09629037239542126,1
78,100079,27,0,20,0,17,2,0,0,314,27,59,0,0,628,2,15,1,0,1,43,0.08421247923123293,1
79,100080,49,0,26,0,31,2,1,0,198,16,75,2,0,889,0,5,2,1,0,50,0.15006551863186363,1
80,100081,30,0,8,0,32,1,2,6,313,26,64,2,1,696,0,8,3,2,0,34,0.13116689664040115,1
81,100082,23,0,2,0,28,0,1,11,303,28,58,2,1,658,2,9,2,2,0,50,0.10208382120221299,1
82,100083,34,0,7,0,41,0,4,3,311,21,61,1,0,809,2,8,2,1,0,55,0.1047999930626774,1
83,100084,43,0,17,0,8,0,0,3,295,30,66,1,0,858,2,8,4,4,0,57,0.11759275209735559,1
84,100085,22,0,20,0,30,0,2,1,353,30,58,2,1,735,1,15,3,3,0,65,0.08112964959652497,1
85,100086,40,0,15,0,29,4,1,0,167,21,73,1,0,714,1,5,3,3,1,50,0.13491078331435347,1
86,100087,31,0,26,0,41,2,1,0,217,17,66,1,0,732,0,7,3,2,0,34,0.16159513669157277,1
87,100088,36,0,13,0,7,2,1,4,239,18,72,2,2,792,0,6,2,1,0,43,0.10590557369016712,1
88,100089,34,0,7,0,2,1,1,5,143,20,76,2,0,963,1,5,4,3,0,57,0.1250659692186043,1
89,100090,24,0,10,0,14,1,4,1,327,22,65,2,0,825,0,5,0,0,0,64,0.10748643409990916,1
90,100091,36,0,18,0,73,2,0,11,307,18,66,2,2,797,0,8,3,2,0,39,0.07218751039534554,1
91,100092,26,0,16,1,16,2,0,0,222,17,68,1,0,806,0,9,2,1,1,38,0.127902102087668,1
92,100093,30,0,9,0,11,2,2,10,249,13,67,1,1,847,0,10,4,3,1,44,0.12547416550103851,1
93,100094,22,0,28,0,38,0,0,0,337,30,53,3,1,738,0,9,0,0,0,42,0.07645386007207294,1
94,100095,18,0,12,0,3,2,3,1,289,25,56,0,0,555,2,10,3,1,1,63,0.064985978163418,1
95,100096,18,0,23,0,31,1,3,0,279,20,64,4,0,709,1,8,2,0,0,64,0.09756459569066112,1
96,100097,34,0,39,0,60,2,1,2,186,16,73,2,0,880,0,7,4,5,0,40,0.1346720080156445,1
97,100098,29,0,8,0,23,2,2,7,205,19,73,0,2,750,1,7,3,3,2,58,0.04943243315567547,1
98,100099,24,0,6,0,4,2,0,12,164,23,75,1,1,832,0,8,2,2,0,67,0.09903959603160528,1
99,100100,28,0,16,0,12,3,0,2,242,11,71,1,0,761,0,7,2,1,2,50,0.13789623769743614,1
100,100101,31,0,23,0,31,1,0,2,296,17,72,1,1,809,0,4,5,4,1,43,0.13396224937814905,1
101,100102,25,0,44,0,19,2,0,1,248,25,63,1,0,706,0,14,4,5,2,43,0.08391827158170523,1
102,100103,26,0,16,0,18,2,1,0,275,17,68,2,0,953,1,10,2,0,0,53,0.15467600853912972,1
103,100104,29,0,1,0,11,2,1,0,270,27,61,1,0,647,1,12,2,1,1,55,0.14511726284136334,1
104,100105,27,1,3,0,28,2,0,6,224,25,59,0,0,705,2,11,3,2,0,51,0.09155422313345668,1
105,100106,24,0,9,0,23,1,0,0,337,25,55,0,0,631,1,10,0,0,0,51,0.12718793699343506,1
106,100107,30,0,9,0,26,2,0,0,261,18,65,0,0,657,1,11,3,3,1,49,0.16731895642596795,1
107,100108,28,0,7,0,13,1,1,16,288,23,64,1,0,765,1,10,0,0,0,58,0.1385465723710188,1
108,100109,29,0,7,0,42,2,2,1,316,23,62,2,0,737,1,12,5,4,1,51,0.12924418266294563,1
109,100110,33,0,16,0,68,0,1,8,307,20,66,4,0,815,0,8,3,3,0,37,0.12561274166462438,1
110,100111,34,0,34,0,67,2,1,0,210,15,74,3,1,924,0,4,3,3,1,47,0.0867213654817548,1
111,100112,26,0,22,0,13,1,1,8,215,17,73,1,0,947,0,5,3,3,0,55,0.17010775216559515,1
112,100113,30,0,18,0,32,1,0,4,308,29,53,0,0,674,1,13,5,2,0,63,0.09961769116656,1
113,100114,31,0,13,0,17,1,0,7,180,19,72,1,0,795,1,4,3,1,0,49,0.16413618201945357,1
114,100115,20,0,15,0,20,2,2,13,274,20,65,0,1,752,0,10,2,1,1,60,0.1278679995990687,1
115,100116,31,0,12,0,23,0,2,1,224,14,67,1,0,787,0,5,3,0,0,65,0.13918594200415202,1
116,100117,21,1,13,0,21,1,1,0,373,30,61,2,0,762,0,14,1,1,0,51,0.10601498775151619,1
117,100118,31,0,20,0,26,0,0,0,242,20,66,1,0,929,0,6,3,5,0,47,0.16586400974332155,1
118,100119,21,0,33,0,41,1,2,3,279,29,66,2,1,786,1,7,4,3,0,47,0.12616414109856694,1
119,100120,30,0,42,0,28,2,1,2,342,27,63,1,0,731,1,8,4,4,1,53,0.12280999607005083,1
120,100121,37,1,25,0,27,1,2,10,228,30,65,0,0,818,0,9,2,2,0,60,0.084390288088392,1
121,100122,35,0,2,1,31,2,0,0,202,10,76,1,0,806,0,6,5,4,1,54,0.08907654366063589,1
122,100123,24,0,12,0,54,0,0,0,240,28,60,4,0,876,2,12,0,1,0,61,0.07177925574213934,1
123,100124,25,1,29,0,4,0,0,4,198,14,73,1,1,882,2,7,6,5,0,63,0.03170369870778367,1
124,100125,26,0,18,0,30,0,0,0,282,18,66,1,0,774,0,8,6,4,0,50,0.15572193004837537,1
125,100126,29,0,8,0,31,3,0,1,189,13,71,2,0,819,1,7,5,3,1,45,0.14191110866432327,1
126,100127,23,0,25,0,48,1,0,0,192,14,74,3,0,969,1,7,1,3,0,43,0.12627688896029865,1
127,100128,17,0,13,0,18,1,1,1,321,13,62,1,0,681,0,8,3,2,1,49,0.16200452594655163,1
128,100129,26,0,1,0,32,1,0,4,251,14,68,1,0,778,1,9,3,3,0,56,0.17819638199268023,1
129,100130,26,0,16,0,17,1,0,19,273,25,69,2,0,873,0,13,3,1,1,60,0.12183945698590881,1
130,100131,20,1,3,0,7,1,1,2,245,18,58,0,1,650,0,8,3,1,0,55,0.10204841232467698,1
131,100132,25,0,2,0,24,3,1,1,253,28,67,2,0,736,1,11,1,1,1,40,0.14658776217472302,1
132,100133,27,0,9,0,5,1,0,0,161,19,74,1,0,937,1,7,1,1,1,65,0.10803105464016566,1
133,100134,34,0,3,0,22,2,1,10,181,13,72,2,1,896,1,7,1,1,0,62,0.10357042495380214,1
134,100135,32,0,11,0,4,2,0,3,224,19,71,0,0,812,0,7,3,3,0,57,0.17970294644083157,1
135,100136,17,1,11,0,39,1,1,2,293,25,55,0,2,635,1,14,2,1,1,60,0.020065938388765137,1
136,100137,22,0,26,0,29,2,0,0,258,25,65,1,0,647,1,11,3,3,1,52,0.16036035462537268,1
137,100138,29,0,10,0,45,3,0,1,207,18,75,2,0,744,0,9,6,4,0,44,0.14294203831007452,1
138,100139,24,2,7,0,14,0,0,3,290,35,60,0,2,858,0,8,3,1,0,72,0.015101112842534237,1
139,100140,37,0,0,0,20,0,1,1,316,29,62,3,0,804,0,9,3,3,0,65,0.1324512426029809,1
140,100141,36,0,8,0,12,1,3,17,239,23,69,0,0,789,1,9,1,1,0,58,0.1290903722888273,1
141,100142,18,0,23,0,32,1,0,0,279,32,62,5,0,799,0,11,2,3,0,58,0.13396014498395392,1
142,100143,25,0,15,0,6,1,1,5,389,34,44,1,0,479,0,18,0,0,0,67,0.01593927035006948,1
143,100144,23,0,12,0,19,1,0,0,270,15,75,2,0,929,0,6,3,3,1,52,0.16481262645131828,1
144,100145,35,0,14,0,39,2,1,4,231,16,69,4,0,828,1,8,4,5,0,33,0.10524663210489732,1
145,100146,22,0,11,0,5,1,1,3,238,35,62,1,1,709,1,16,4,4,1,44,0.08903395011690163,1
146,100147,33,0,35,0,17,2,2,2,181,17,76,2,0,946,0,5,2,2,0,47,0.13680151195022439,1
147,100148,18,0,5,0,6,0,2,0,234,26,63,3,0,838,0,11,0,0,0,54,0.11436529605962448,1
148,100149,20,0,18,0,38,1,1,0,311,23,59,0,0,682,0,7,2,2,0,47,0.17714191891118125,1
149,100150,27,1,10,0,44,2,1,2,259,25,63,2,0,770,1,5,6,3,0,55,0.10092724713668294,1
150,100151,27,0,27,0,26,4,0,0,237,16,72,0,0,863,0,8,2,1,1,49,0.16731861744204313,1
151,100152,26,0,0,0,10,2,0,6,252,20,64,0,1,721,1,10,4,2,0,51,0.14668792696061872,1
152,100153,26,0,8,0,7,1,0,1,225,27,66,0,0,900,1,8,3,2,0,68,0.1429037925584049,1
153,100154,37,0,5,0,4,2,0,1,221,19,66,0,0,824,0,7,4,4,0,54,0.15591797262931045,1
154,100155,25,0,10,0,22,0,1,7,317,29,51,1,2,642,2,12,6,6,0,51,0.006294265523998699,1
155,100156,26,0,8,0,45,0,1,18,289,18,67,1,0,763,1,8,2,1,0,41,0.15818605324647822,1
156,100157,25,0,34,0,37,0,1,13,329,19,65,1,1,878,1,8,4,3,0,57,0.12259805087380521,1
157,100158,25,0,34,0,48,1,0,0,267,27,58,1,0,755,2,10,5,4,0,38,0.10481138601423723,1
158,100159,10,1,21,0,52,3,0,1,325,22,49,4,1,559,0,17,4,1,2,50,-0.017251923413446613,-1
159,100160,26,1,10,0,17,1,0,7,319,27,55,0,1,675,0,12,4,5,0,53,0.07331855689447309,1
160,100161,27,0,18,0,18,0,1,8,247,21,67,0,1,761,0,9,5,3,0,53,0.1490306270566139,1
161,100162,31,0,5,0,55,2,2,13,239,17,67,2,0,756,0,7,2,2,0,49,0.16245501365032905,1
162,100163,23,0,7,0,27,0,1,10,332,35,57,1,0,679,1,13,3,2,0,52,0.1348618848988099,1
163,100164,15,0,19,0,45,2,1,0,275,20,69,1,0,798,0,8,3,2,0,43,0.17650095333784144,1
164,100165,40,0,26,0,22,3,1,0,197,21,73,0,0,881,2,7,6,6,1,43,0.06267984430837314,1
165,100166,16,0,36,0,47,0,1,6,281,20,58,0,0,813,1,9,1,1,0,57,0.13218752699215636,1
166,100167,25,0,13,0,68,4,0,1,309,19,62,3,0,692,0,10,1,0,1,48,0.11994234369373524,1
167,100168,31,0,12,0,27,0,1,0,291,23,66,1,0,817,1,10,6,6,1,53,0.11281238658915987,1
168,100169,17,0,38,0,20,1,1,0,274,24,61,0,0,791,0,11,1,1,1,54,0.13333097809596195,1
169,100170,34,0,4,0,26,0,1,0,272,19,69,2,0,887,0,3,3,2,0,58,0.1477774951147135,1
170,100171,19,0,32,0,67,3,0,0,197,21,69,0,1,859,0,8,4,2,0,40,0.11449233077894488,1
171,100172,26,1,2,0,21,0,2,0,279,21,67,0,0,715,0,10,6,5,0,58,0.074129251973856,1
172,100173,26,0,7,1,6,1,1,3,345,24,66,0,0,654,0,8,5,4,1,41,0.09218088396348117,1
173,100174,26,0,25,0,46,0,2,1,389,37,56,4,0,658,0,11,2,1,0,56,0.10832077354622954,1
174,100175,30,0,3,0,13,2,1,12,235,21,66,0,1,834,0,7,3,2,1,58,0.1406513537401285,1
175,100176,27,0,5,0,11,0,2,1,229,18,71,2,1,920,0,4,2,2,0,51,0.13185955583452713,1
176,100177,29,0,13,0,3,2,1,5,228,21,69,0,0,682,0,11,4,4,1,59,0.14644802397335455,1
177,100178,34,0,19,1,33,2,0,6,319,19,69,3,0,860,0,3,4,3,0,47,0.10525750917368776,1
178,100179,27,0,12,0,30,0,1,0,314,31,58,1,1,799,0,13,1,1,0,50,0.12318993362699682,1
179,100180,36,0,24,0,67,6,0,3,219,16,77,1,0,826,0,5,5,4,0,40,0.0922382932290221,1
180,100181,24,0,6,0,10,2,2,0,227,23,65,2,1,663,1,10,2,0,0,57,0.11168265917186321,1
181,100182,30,0,23,0,50,1,0,0,148,4,86,3,0,1157,0,3,5,4,1,47,0.06327966454628431,1
182,100183,33,0,17,0,15,1,1,9,191,23,66,2,1,701,1,10,5,2,0,65,0.11382673890656686,1
183,100184,35,0,37,0,36,5,1,0,190,15,79,0,0,914,1,5,1,1,2,38,0.06098624467896219,1
184,100185,27,0,4,0,19,1,2,1,254,14,66,0,1,803,0,4,2,1,1,57,0.13904155608293323,1
185,100186,24,0,13,0,90,2,0,0,265,19,58,5,1,754,0,7,1,1,1,45,0.073410157881446,1
186,100187,21,0,5,0,67,0,1,12,349,26,61,4,0,680,0,9,1,1,0,56,0.11096309692601108,1
187,100188,25,0,20,0,9,3,0,2,278,23,61,1,0,716,0,10,1,1,1,44,0.16728109573058308,1
188,100189,22,0,3,1,23,1,4,6,288,30,62,0,0,693,0,12,4,3,0,62,0.06834578084327325,1
189,100190,19,0,1,0,30,1,0,1,173,19,74,1,0,1146,1,8,3,4,0,60,0.09585212979277746,1
190,100191,25,0,3,0,24,0,2,4,335,23,56,2,0,724,0,8,1,1,0,48,0.1548629659537512,1
191,100192,26,0,29,0,38,0,1,0,219,16,70,2,0,1006,0,6,0,2,0,49,0.13236835405145086,1
192,100193,19,0,19,0,15,0,0,0,295,15,72,2,0,805,1,5,0,0,0,50,0.13079375477895067,1
193,100194,21,0,40,0,41,1,2,1,318,28,53,1,0,694,0,15,1,2,0,48,0.08933679806783229,1
194,100195,41,0,1,0,20,1,0,10,229,19,75,0,1,918,0,6,6,6,0,52,0.061854834684628934,1
195,100196,32,0,14,0,5,0,0,4,207,14,72,0,0,958,0,6,3,2,0,53,0.15096284615787736,1
196,100197,22,1,30,0,71,0,1,10,350,33,57,2,0,692,0,11,2,0,0,49,0.07464266103179623,1
197,100198,23,0,7,0,25,1,1,6,295,25,65,1,1,846,1,8,1,3,2,54,0.10113932670522147,1
198,100199,13,0,26,0,8,3,1,7,293,24,59,2,1,839,0,13,0,0,1,50,0.07175616385849887,1
199,100200,28,0,0,0,31,0,1,1,240,19,73,1,0,837,0,7,7,6,0,50,0.12013891140224675,1
200,100201,33,0,25,0,18,2,0,3,216,14,69,1,0,762,0,10,2,2,2,40,0.13470291521385802,1
201,100202,29,0,11,0,6,0,1,4,292,15,68,1,0,834,1,4,1,1,0,54,0.1471541645628967,1
202,100203,34,0,6,0,10,2,1,0,281,24,63,2,0,662,0,9,5,5,1,53,0.14296019531205734,1
203,100204,23,0,11,0,17,1,0,10,172,14,73,1,0,983,0,7,3,2,0,52,0.15505564388358356,1
204,100205,22,0,26,1,13,0,0,1,339,25,62,3,0,722,0,8,3,3,0,53,0.12673270205114345,1
205,100206,22,1,1,0,23,1,0,5,248,24,66,0,0,827,1,7,2,1,0,53,0.1320516271558118,1
206,100207,37,0,28,0,23,0,1,8,290,26,68,1,0,846,0,9,1,0,0,51,0.15136349941469557,1
207,100208,27,0,22,0,71,1,0,2,231,16,70,1,0,788,1,9,3,3,0,47,0.1613061182775576,1
208,100209,20,0,26,0,46,0,1,0,296,23,59,2,0,742,1,13,2,2,1,49,0.13622849410384252,1
209,100210,25,0,7,0,12,0,1,0,259,28,62,3,0,711,0,16,3,1,0,58,0.12713231505434897,1
210,100211,24,0,9,0,24,1,3,8,272,16,67,1,0,747,0,8,0,1,0,65,0.13986050242660653,1
211,100212,28,0,11,0,13,0,2,1,283,15,63,1,0,810,0,9,2,3,0,47,0.18079543601658138,1
212,100213,25,0,13,0,23,1,1,0,253,17,69,0,0,727,0,8,2,1,0,48,0.196986095072688,1
213,100214,25,0,7,0,20,0,2,0,286,25,63,0,2,735,1,8,2,2,0,56,0.09925425286344891,1
214,100215,18,0,13,0,64,2,2,1,265,18,68,2,0,839,0,5,0,2,0,41,0.13356377168514988,1
215,100216,26,0,0,0,16,0,0,3,223,20,67,1,0,862,0,10,3,3,0,53,0.1844258431437199,1
216,100217,28,0,11,0,8,2,2,18,370,36,54,0,1,607,1,11,2,2,1,59,0.07305672432530563,1
217,100218,35,0,7,0,9,2,1,2,350,28,60,1,0,728,0,11,0,0,0,48,0.13746196833968743,1
218,100219,47,1,28,0,18,2,0,7,227,21,71,1,0,778,0,7,4,3,0,54,0.12755413342930427,1
219,100220,22,0,21,0,12,2,1,4,225,23,64,0,0,760,0,13,3,2,0,52,0.15824575991786288,1
220,100221,23,0,5,0,48,1,1,10,303,20,65,1,1,852,1,8,4,3,0,43,0.1404966691565655,1
221,100222,31,0,18,0,13,3,1,0,184,18,68,1,0,762,0,5,4,6,0,41,0.1496328555280098,1
222,100223,35,0,24,0,24,1,1,0,268,15,74,0,0,858,0,6,4,4,0,43,0.15486324096706788,1
223,100224,29,0,13,0,7,2,1,0,265,17,72,2,0,699,1,9,3,3,2,42,0.12450897274186462,1
224,100225,22,0,17,0,30,2,1,8,243,14,71,2,0,880,0,8,1,1,1,50,0.1650530233476823,1
225,100226,25,0,5,0,14,1,1,9,264,24,66,1,0,745,0,8,4,2,1,68,0.15840903101968729,1
226,100227,34,0,11,0,17,2,1,5,244,16,73,0,0,770,0,5,3,3,0,50,0.17345802183056486,1
227,100228,23,0,17,0,35,3,1,5,305,21,65,1,1,612,0,11,3,1,3,51,0.08447236769383265,1
228,100229,31,0,9,0,70,0,0,8,298,22,68,4,0,813,0,6,5,4,0,49,0.11542680292128726,1
229,100230,27,0,5,0,10,2,2,11,220,18,67,1,0,702,1,5,3,2,0,48,0.1492599646921821,1
230,100231,40,0,27,0,17,1,0,1,194,25,73,0,0,838,0,9,4,3,1,42,0.14758469989505513,1
231,100232,26,0,36,0,51,2,1,0,271,26,65,3,0,728,2,9,2,2,0,40,0.12420428357524882,1
232,100233,24,0,0,0,8,0,2,7,343,35,50,0,2,676,2,11,3,4,0,74,-0.015350001442808736,-1
233,100234,10,0,18,0,32,1,2,0,353,38,51,0,0,665,1,14,2,1,1,68,0.04025745639599476,1
234,100235,21,0,0,0,0,1,2,10,268,26,61,0,0,646,1,13,1,0,0,67,0.09593006535360582,1
235,100236,23,0,22,0,45,2,1,1,224,18,65,1,0,729,0,12,2,1,1,40,0.1658636583843161,1
236,100237,27,0,12,0,3,1,3,10,255,17,68,0,0,846,0,7,1,1,0,59,0.1454532148173594,1
237,100238,26,0,19,0,53,2,0,0,281,25,71,0,0,863,0,4,2,1,0,47,0.15829308953012755,1
238,100239,18,0,7,0,16,2,2,0,197,14,66,1,1,760,1,8,5,3,0,35,0.08152132290084035,1
239,100240,19,0,24,0,20,2,2,2,200,15,67,1,0,972,0,7,1,1,1,51,0.14863217861088057,1
240,100241,31,1,38,0,24,0,0,4,263,26,72,1,0,958,0,4,2,1,0,60,0.10381824168493853,1
241,100242,44,0,37,0,8,0,3,0,244,17,67,0,1,825,0,6,3,3,0,53,0.11164064481417318,1
242,100243,39,0,0,0,4,0,1,10,337,24,57,1,0,723,0,9,3,2,0,70,0.12289052992257182,1
243,100244,20,0,13,0,10,1,2,3,259,26,62,2,1,761,1,12,2,2,0,56,0.1344549193947815,1
244,100245,14,0,26,0,33,3,0,4,336,22,59,3,0,740,1,11,1,1,2,44,0.08378054655343464,1
245,100246,32,0,6,0,24,3,0,1,282,26,64,2,0,689,0,10,6,2,0,44,0.15345526318741703,1
